v1,v2
spam,Swiggy instamart delivery partner cannot find your gate pay Rs 15 location mapping fee directly to his UPI to get your groceries
ham,Swiggy instamart your groceries have been delivered successfully please rate your delivery partner on the mobile application
spam,DTDC parcel blocked illegal goods detected by airport security pay the legal penalty of Rs 50000 or an FIR will be registered
ham,DTDC tracking alert your parcel has arrived at the local delivery hub and will be assigned to a delivery executive shortly
spam,Flipkart package is on hold due to missing pin code click the link to update address and pay Rs 25 handling fee
ham,Flipkart exchange successful your old television has been picked up and the new package delivery is complete
spam,Notice from Supreme Court your courier contains MDMA drugs pay the settlement amount online or an arrest warrant will be issued
ham,Your legal compliance documents for the corporate courier contract have been verified successfully and the service is active
spam,Xpressbees delivery failed please dial 40192837465 to connect with the delivery boy and guide him to your location
ham,Xpressbees your order from Myntra is out for delivery please keep exact change ready for cash on delivery
spam,India Post your registered letter is detained pay the clearance tax of Rs 50 to release the envelope for domestic delivery
ham,India Post informs you that your registered letter has been delivered successfully to the recipient address thank you for using our services
spam,Your shipment is on hold due to unpaid customs tariff of Rs 2500 pay via internet banking to dispatch the item
ham,The customs duty for your imported laptop has been prepaid by the seller no additional tariff is required at the time of delivery
spam,Narcotics Control Bureau alert illegal SIM cards found in your FedEx courier share your OTP to halt the digital arrest process
spam,Ecom Express package update address not found click the short link to update your GPS location and avoid order cancellation
ham,Ecom Express agent has arrived at your location please collect your package and provide the 4 digit secure delivery code
spam,BlueDart emergency notice your shipment cannot be delivered due to heavy rain pay Rs 50 holding fee to keep your parcel safe
ham,BlueDart shipment status your package is delayed due to operational issues and will be delivered on the next business day
spam,Customs department your international gift parcel is confiscated transfer Rs 15000 to the agent account to release your foreign currency
ham,The international call rates for your telecom plan have been revised log in to your account to check the latest tariffs
spam,Amazon prime delivery suspended your account requires address verification click here and enter your credit card details to resume shipping
ham,Amazon prime subscription has been successfully renewed enjoy unlimited free fast delivery and exclusive access to movies and TV shows
spam,Cyber Police warning your name is implicated in a money laundering courier scam join the video call for interrogation or face jail
ham,Your complaint regarding the lost courier has been registered the old shipment is blocked and a replacement package is dispatched
spam,Delivery attempt failed your package will be returned to the seller pay the logistics charge of Rs 10 to reschedule delivery
ham,Delivery attempt failed as the premises were closed our executive will reattempt the delivery tomorrow during business hours
spam,Zepto 10 minute delivery failed your address is incorrect click the link to update your location and pay a penalty of Rs 20
ham,Zepto order out for delivery your groceries will reach your doorstep in 8 minutes please keep your phone accessible
spam,Your parcel tracking IN849302 is locked pay the customs duty of Rs 80 via UPI to unlock the tracking status and dispatch
ham,You can track your speed post delivery status directly on the official postal website using your 13 digit consignment number
spam,Police cyber cell your bank account will be frozen due to a suspicious courier intercept share your debit card PIN to secure funds
ham,Your debit card transaction for the online grocery delivery was successful the updated available balance is available on your banking app
spam,Fake delivery alert pay Rs 99 immediately to our logistics partner or your premium electronics order will be permanently cancelled
ham,Your premium electronics order has been shipped and is expected to be delivered by Friday track your order on the customer portal
spam,FedEx legal notice you are accused of smuggling contraband in an international package pay the lawyer fee to drop the charges
ham,FedEx priority overnight shipment is booked the pickup executive will collect the documents from your office address before 5 PM
ham,India Post tracking update your registered parcel has reached the destination delivery office and will be out for delivery today
spam,BlueDart delivery fraud alert your package is held share the 6 digit OTP sent to your phone to verify your identity and release it
ham,Never share your OTP with anyone 928374 is the OTP for your login to the delivery portal valid for 10 minutes only
spam,Customs duty pending your shipment from Dubai requires a clearance payment of Rs 4500 click the link to process the transaction
ham,Your shipment from Dubai has landed at the Mumbai international airport and is currently undergoing routine security scanning
spam,Digital arrest warrant issued against you for illegal narcotics trafficking via courier transfer all your funds to the RBI safe account
ham,The Reserve Bank of India mandates that all banks maintain robust security protocols to protect customer funds from digital fraud
spam,Flipkart refund failed for your returned package click the link to enter your UPI PIN and process the refund directly to your bank account
spam,Your Myntra package is blocked at the local hub due to unpaid weight charges pay Rs 35 online immediately to release your shipment
ham,Your Myntra insider membership has been successfully renewed enjoy unlimited free delivery and early access to fashion sales
spam,Delivery executive is waiting at your gate dial 40188372910 to speak to him directly and provide your house number
ham,The delivery executive is trying to reach you please answer the call from our official logistics number to receive your package
spam,CBI investigation your [Aadhaar Redacted] is linked to a seized parcel containing fake passports pay Rs 200000 for a clearance certificate
ham,Your [Aadhaar Redacted] eKYC verification at the telecom store was successful your new SIM card will be ready to use within the next 4 hours
ham,Amazon delivery agent has arrived at your location please collect your package and provide the delivery code to the associate
spam,Your international shipment is held up by customs pay the import tax of Rs 750 via this unauthorized link to receive your goods
ham,Your import export code registration is complete you can now legally ship commercial goods across international borders
spam,Warning from telecom department your mobile number is involved in illegal courier activity your SIM will be disconnected press 9 to speak to police
ham,Your mobile number portability request has been processed your new SIM will be activated tonight please insert the card to get network
spam,India Post your parcel delivery has been attempted for the 2nd time please confirm your details or your item will be returned via this link
ham,India Post speed post booking successful your consignment number is IN93847291 track the delivery status on the official website
spam,BlueDart parcel stuck at warehouse pay the storage penalty of Rs 100 today or your package will be auctioned off to third parties
ham,BlueDart reminds customers that we never ask for storage penalties via unverified SMS links please report any suspicious messages
spam,Customs clearance required your gift from the UK is held at Delhi airport pay Rs 35000 as anti money laundering fee to our agent
ham,Your flight booking to the UK has been confirmed please present your booking reference number and a valid passport at the check in counter
spam,Digital arrest initiated your courier was flagged by the narcotics bureau do not disconnect the call and pay the fine to avoid physical arrest
ham,Your background verification for the remote job role has been completed successfully the HR team will reach out shortly
spam,Delhivery address update failed your shipment will be destroyed pay the processing fee of Rs 50 to initiate a second delivery attempt
ham,Your address verification is complete a replacement cheque book will be shipped to your registered address within 5 working days
spam,Ecom Express package alert we missed you please reschedule your delivery by entering your internet banking password on our portal
ham,Ecom Express order delivered successfully we hope you love your new clothes you can initiate a return from the app if needed
spam,Fake customs officer your parcel contains undeclared gold jewelry transfer the customs duty to my personal account to avoid confiscation
ham,The making charges for your custom gold jewelry order have been finalized please visit the store to approve the design
spam,FedEx legal action pending you have shipped prohibited items pay the settlement of Rs 15000 immediately to halt the police FIR
ham,The First Information Report regarding your stolen mobile phone has been registered successfully please collect the official copy
spam,Your Swiggy order is cancelled due to bad weather pay a cancellation penalty of Rs 50 on this link to reactivate your food delivery account
ham,Your Swiggy order is delayed due to heavy rain in your area our delivery partner is driving safely and will reach you soon
spam,India Post delivery issue house number is not clear click here to update your profile and pay the nominal fee of Rs 10 to get the parcel
ham,Your profile has been successfully updated in your banking app you will now receive all transaction alerts and OTPs on this number
spam,BlueDart scam alert your account is blocked for multiple failed deliveries share the OTP to verify your identity and unblock your logistics app
ham,Your login credentials for the corporate logistics portal have been generated please change your default password upon your first successful login
spam,Customs duty notice your imported smartphone is held pay the electronic import tax of Rs 2999 via digital wallet to clear the item
ham,Your newly purchased smartphone is ready for store pickup please visit the billing counter with your original invoice
spam,Digital arrest cyber cell your PAN card was used to send illegal drugs to Cambodia join the Skype call to record your official statement
ham,Your PAN card details have been successfully updated in our core banking system you can now initiate high value transactions without restrictions
spam,Flipkart Big Billion Days secret pass you have been selected for a free laptop pay the shipping charge of Rs 499 to dispatch your prize
ham,Your Flipkart order containing the laptop has been dispatched and will reach you by tomorrow please share delivery PIN 4829 with the agent
spam,Amazon your package is damaged in transit click the link to claim a full refund by submitting your bank account and debit card CVV
spam,Delivery threat you owe Rs 5000 to our courier service pay immediately or our recovery agents will visit your home address today
ham,The minimum amount due on your credit card is Rs 1500 please pay your bill by the due date to avoid late fees and interest charges
spam,Notice from RBI your account is under investigation for money laundering via courier share your bank OTP to halt the digital arrest process
ham,Reserve Bank of India conducts public awareness campaigns to warn citizens about fake SMS frauds claiming to freeze accounts
spam,India Post parcel return alert update your shipping directions at ca-track-in.com to stop the package from being returned to the international sender
spam,BlueDart urgent your shipment AWB 7725953 is undelivered customer not contactable dial 218929284566 to reach the delivery boy Vignesh
ham,BlueDart customer service your query regarding the delayed shipment has been resolved please check your email for the updated tracking details
spam,Customs department your parcel contains foreign currency worth millions pay the conversion tax of Rs 45000 to have the cash delivered to you
spam,Narcotics bureau warning a parcel in your name was seized with illicit materials pay the bribe amount to the investigating officer to clear your name
ham,Your feedback regarding the customer service agent has been recorded thank you for helping us improve our support standards
spam,Delhivery OTP required your package is held at the sorting facility share the 6 digit code sent to your phone to authorize the final dispatch
ham,384920 is your OTP for NetBanking login valid for 5 minutes do not share this OTP with anyone including bank officials to prevent fraud
spam,Xpressbees your address is outside our delivery zone pay an extra distance charge of Rs 150 via this link to receive your e commerce order
spam,Delivery agent notice I met with an accident while delivering your parcel please send Rs 500 for medical help so I can deliver your item later
ham,Your vehicle insurance policy is up for renewal next week please pay the premium online to continue enjoying comprehensive coverage
spam,CBI digital arrest your digital footprint is linked to a global smuggling ring transfer your savings to the government escrow account for auditing
spam,India Post failed delivery attempt 1 of 3 please pay the processing charge of Rs 25 at indiapost-update.in to schedule the second attempt
spam,FedEx international shipment error your package lacks a commercial invoice click the link to generate a fake invoice and pay the documentation fee
ham,Your invoice for the recent retail purchase is available for download on the official portal thank you for shopping with us
spam,Customs duty scam alert your account has been debited by Rs 25000 for customs tax if you did not authorize this click here to block your card
ham,Indian customs officers never contact the general public via SMS for payment of duty in private accounts disconnect calls and report fraud
spam,Delivery threat we have intercepted your illegal package containing weapons pay the silence fee of Rs 100000 or the local police will raid your house
ham,Your home loan EMI of Rs 25000 has been successfully debited the updated principal balance is available on the secure portal
spam,Amazon delivery dispute your account is locked due to multiple returns click the link to pay a penalty and restore your shopping privileges
ham,Your Amazon prime subscription has been successfully renewed enjoy unlimited free fast delivery and exclusive access to early promotional sales
spam,BlueDart parcel redirect request your package was sent to the wrong state pay the logistics rerouting fee of Rs 199 via UPI to fix the error
ham,Your activation fee for the new broadband internet connection has been received our installation executive will contact you shortly
spam,Package delivery issue your item exceeds the standard weight limit pay the overweight surcharge of Rs 350 online to allow the courier to proceed
ham,Your baggage allowance for the upcoming domestic flight is 15 kilograms you can pre book extra luggage weight through the airline app
spam,Digital arrest cyber security alert your IP address was used to order illegal contraband download the secure verification app to prove your innocence
ham,Your requested IP address whitelist modification for the corporate server has been approved by the IT security department
spam,Delhivery tracking error your shipment status is stuck update your KYC documents on this link to refresh the tracking page and view your delivery date
spam,Ecom Express final warning your undelivered package will be auctioned off pay the warehouse storage fee of Rs 75 today to prevent asset loss
ham,Your fixed deposit maturity amount has been credited to your savings account the updated interest certificate is available online
spam,Fake customs officer your imported laptop is held for scanning pay the radiologist fee of Rs 1500 to clear the security check at the airport terminal
ham,Your medical appointment for the routine health checkup is confirmed please visit the clinic at 10 AM tomorrow empty stomach
spam,Police cyber crime an FIR is registered against your mobile number for courier fraud share your bank details for background verification or face arrest
ham,Your background verification for the data entry operator role has been completed successfully the HR team will reach out shortly
spam,India Post your parcel delivery has failed click on this link to reschedule your delivery by confirming your debit card details within 24 hours
ham,Your debit card transaction of 2000 rupees at the electronics store was successful thank you for banking with us and enjoy your purchase
spam,FedEx alert your shipment is on hold due to incorrect address information please verify your details to ensure timely delivery click the malicious link
ham,FedEx priority overnight shipment has been delivered successfully to the recipient the proof of delivery signature is available on the tracking page
spam,Customs clearance required your package from the USA contains restricted electronics pay the import duty of Rs 5600 via digital wallet immediately
ham,Your international transaction limits on your credit card have been updated successfully log into netbanking to modify these settings anytime
spam,Digital arrest initiated your bank account is linked to a terror funding courier network transfer all funds to the RBI nodal account for verification
ham,The Reserve Bank of India reminds citizens that we never ask for OTPs or personal details over SMS please report suspicious messages to 1930
spam,Amazon your delivery is pending account verification verify now to continue shipment and avoid parcel return click the shortened link
ham,Your Amazon account security settings have been updated successfully SMS two factor authentication is now active for all future logins
spam,BlueDart parcel blocked your shipment contains undeclared cash pay the legal clearance fee of Rs 2000 via this link to avoid police action
ham,Your cash deposit of Rs 2000 at the smart ATM has been successfully credited to your savings account the updated balance is available online
spam,Package delivery issue your address mapping is corrupted pay the IT support fee of Rs 50 to the delivery agent to fix the GPS routing
ham,Your IT support ticket regarding the email server issue has been resolved please restart your computer to apply the new configuration settings
spam,Delivery threat you have received an illegal parcel of drugs pay the extortion amount of Rs 500000 or your family will face criminal charges
ham,Your health insurance premium of Rs 15000 has been successfully received the policy document will be dispatched to your registered address
spam,Delhivery urgent notice your parcel is detained by customs pay the clearance fee of Rs 150 via the provided short link to release it
spam,Flipkart package delivery failed pay Rs 49 immediately to confirm delivery and avoid cancellation of your prepaid order click the link
spam,Fake customs notice your shipment is held due to unpaid customs fee of Rs 25 share your delivery OTP with our agent on call to release the parcel
ham,748291 is your OTP for the purchase of Rs 1299 at Myntra using your debit card this OTP is valid for 5 mins do not share
spam,Narcotics department your parcel contains 750 grams of MDMA join the Skype investigation call immediately or a non bailable warrant will be issued
ham,Your medical prescription for the chronic illness has been successfully refilled the medicines will be delivered to your home by the pharmacy
spam,India Post address update request since the house number is not clear the delivery cannot be made to the specified location please update indiapost-update.com
spam,BlueDart courier scam dial 4019876543210 to activate call forwarding and resolve your delayed package delivery issue with our customer support team
ham,Your request to disable online transactions for your debit card is complete you can re enable them using the mobile banking application
spam,Package on hold your international gift box is stuck at customs pay the clearance fee of Rs 12000 to the personal bank account of the officer
ham,Your mutual fund redemption request has been processed the amount will reflect in your primary bank account within three working days
spam,Delivery threat we are cyber police your IP address is logged in a dark web courier transaction pay the fine online to clear your criminal record
ham,Your official complaint regarding the unauthorized transaction has been registered our fraud investigation team will contact you within 48 hours
spam,Amazon delivery agent notice your package is delayed please share the 6 digit OTP sent to your phone to process the refund for the damaged item
ham,Amazon order delivered successfully thank you for shopping with us please rate your delivery partner on the app to share your feedback
spam,FedEx illegal parcel scam Mumbai customs has seized your parcel sent using your [Aadhaar Redacted] number press 1 to talk to our customer care representative
ham,FedEx customer care your query regarding the international shipping rates has been resolved please check your email for the detailed tariff chart
spam,Customs duty pending your package is stuck due to unpaid customs duty please pay Rupees 1850 online to release it today click the secure link
spam,Digital arrest warning you are implicated in a money laundering case via fake courier companies transfer your funds to the safe account immediately
ham,Your systematic investment plan of Rs 10000 has been successfully debited and allocated to the designated equity mutual fund portfolio
spam,Flipkart delivery dispute your account is suspended due to multiple returns click the link to pay a penalty and restore your account access
spam,India Post scam alert your parcel delivery has been attempted twice update your details within 12 hours or your item will be returned
ham,India Post provides SMS based tracking for customers send an SMS with the message TRACK followed by your consignment number to 166
spam,BlueDart parcel redirect your package is sent to the wrong city pay the rerouting fee of Rs 40 via UPI to get it delivered correctly
ham,BlueDart accepts no responsibility for any costs charges or payments made which were improperly incurred as a result of fraudulent activity
spam,Customs scam you have received a valuable parcel from the UK pay the customs duty of Rs 25000 to our agent to release your gift
ham,Your visa application for the UK has been successfully submitted please track the status online using your unique reference application number
spam,Delivery threat your physical SIM card is damaged click the link to generate a digital eSIM instantly and pay the activation fee of Rs 99
spam,Fake delivery notice your order from Myntra is out for delivery pay the cash on delivery amount of Rs 2500 via this UPI link before the agent arrives
ham,Your Myntra End of Reason Sale order is confirmed check your app to track the shipment and view the estimated delivery timeline
spam,Package delivery issue your parcel is overweight pay the extra baggage fee of Rs 500 to the delivery company to complete the final mile logistics
ham,Your baggage check in for the international flight is complete please proceed to the security gates for boarding your scheduled flight
spam,Narcotics Bureau digital arrest your name is found on a parcel containing contraband drugs verify your identity on a video call or face immediate detention
ham,Your KYC verification for the digital wallet is complete your account transaction limits have been upgraded to the maximum tier successfully
spam,India Post SMS fraud your package has arrived at the warehouse update your address details within 48 hours to avoid the package being returned
ham,India Post informs you that periodic KYC update is a mandatory regulatory requirement for your postal savings account visit your home branch
spam,FedEx parcel held your international shipment contains illegal foreign currency pay the fine to the customs officer to avoid a police investigation
ham,Your foreign currency exchange request has been processed the cash is ready for pickup at our authorized forex branch near your location
spam,BlueDart delivery failure the agent could not find your house dial the USSD code provided to forward your calls to our support desk for assistance
ham,Your request to activate international roaming on your mobile number has been processed standard tariffs will apply during your travel abroad
spam,Customs duty required your imported shoes are stuck at customs pay the tariff of Rs 1500 via the given payment gateway to release your package
ham,Your order for the premium running shoes has been confirmed and the estimated delivery date is next Tuesday our courier partner will contact you
spam,Digital arrest cyber fraud your bank account is frozen due to a suspicious parcel delivery share your OTP to unlock your funds and avoid arrest
ham,Your bank account is fully compliant with all KYC norms thank you for updating your records with our customer service team
spam,Amazon delivery scam your high value order requires a secure PIN to dispatch pay the generation fee of Rs 50 on this link to get your PIN
ham,Your Amazon Pay balance has been successfully recharged with Rs 500 from your linked bank account your updated wallet balance is available online
spam,Delhivery address error your shipment will be cancelled pay the processing fee of Rs 25 to initiate a redelivery attempt to your home address
ham,Your request for updating the email address linked to your bank account has been processed this system generated message is for your records
spam,Delivery threat scam an FIR is registered against you for smuggling illegal goods via courier pay the settlement amount immediately to halt legal action
ham,Your vehicle registration certificate for the new car has been dispatched via speed post you can track the delivery status using the consignment number
spam,Package issue your parcel from Dubai is detained pay the anti money laundering clearance fee of Rs 35000 to our agent to release your gold
ham,Your pre approved gold loan interest payment of Rs 2500 has been successfully received the next due date is the 10th of next month
spam,India Post alert your registered parcel is detained by customs pay the clearance fee of Rs 150 via the provided short link to release it
ham,Your tracking status shows that the parcel has reached the destination delivery office and will be out for delivery during working hours
spam,BlueDart urgent your shipment AWB 849302 is undelivered customer not contactable dial 40184930291 to reach the delivery boy immediately
spam,Fake delivery portal your courier has been successfully routed to the nearest hub pay the logistics tax of Rs 200 on this link to clear dispatch
ham,The logistics tax for your commercial freight shipment has been successfully recorded please retain the digital receipt for your corporate taxation compliance
spam,Customs clearance required your gift parcel from London is held due to suspicious dimensions pay the scanner assessment fee to clear security today
ham,The security scanning for your luggage at the domestic airport terminal is complete please proceed directly to your designated boarding gate without delay
spam,Delhivery parcel warning your address lacks a valid landmark please click the shortened URL and remit Rs 10 to update the navigation database
ham,Your navigation software subscription has been renewed successfully for the next year enjoy uninterrupted turn by turn GPS routing and live traffic updates
spam,Delivery threat an arrest warrant has been issued because your international package contained unregistered electronics pay the fine to the customs advocate
ham,The electronics warranty for your new laptop has been registered successfully you can access priority support via the official brand application dashboard
spam,BlueDart scam alert your delivery is pending due to an unmatched pin code please dial the USSD forwarding code to manually override the delivery system
ham,Your system override request for the corporate email server has been approved by the IT administration team please restart your device to apply changes
spam,Digital arrest cyber cell your mobile number is registered in a dark web drug cartel transfer your digital assets to the RBI safety vault
ham,Your digital assets and mutual fund portfolio valuation summary for the previous quarter has been generated please find the secure document attached to your email
spam,Package delivery issue your parcel exceeds the standard weight limit pay the overweight surcharge of Rs 350 online to allow the courier to proceed
ham,Your luggage weight for the international flight is within the permissible limit you do not need to purchase any additional baggage allowance for your trip
spam,Dear farmer your PM Kisan 20th installment is blocked update your eKYC via this link immediately or your bank account will be suspended
ham,Your PM Kisan 19th installment of Rs 2000 has been credited to your [Aadhaar Redacted] seeded bank account through Direct Benefit Transfer
spam,Congratulations you are pre approved for a PM Mudra loan of Rs 3 Lakhs pay the legal insurance charge of Rs 36500 to our agent to get funds
ham,The Ministry of Finance clarifies that no agents are appointed for PM Mudra Yojana loans please visit your nearest bank branch to apply securely
spam,Your Pradhan Mantri Awas Yojana housing subsidy of Rs 267000 is approved click here to submit your ATM PIN and claim the amount
ham,Your Credit Linked Subsidy Scheme application under Pradhan Mantri Awas Yojana is currently under due diligence by your primary lending institution
spam,Get free solar panels under PM Surya Ghar Muft Bijli Yojana pay a refundable registration fee of Rs 2000 via UPI to book your rooftop installation
ham,Your feasibility application for rooftop solar under PM Surya Ghar Muft Bijli Yojana is approved please select a registered vendor from the national portal
spam,Ladli Behna Yojana alert your monthly allowance of Rs 1500 is pending click this portal link to verify your Samagra ID and receive the cash reward
ham,An amount of Rs 1500 under the Mukhyamantri Ladli Behna Yojana has been successfully transferred to your linked bank account by the state government
spam,PM Vishwakarma Yojana beneficiaries claim your free toolkit e voucher of Rs 15000 by downloading this application file and entering your bank password
ham,Your PM Vishwakarma digital certificate and ID card have been generated successfully you can download them from the official CSC portal using your credentials
spam,Your Ayushman Bharat ABHA health card is deactivated due to pending verification click here to complete your medical KYC and restore free hospital benefits
ham,Your Ayushman Bharat Pradhan Mantri Jan Arogya Yojana verification is complete your ABHA card is now active for cashless treatment at empaneled hospitals
spam,Lakhpati Didi Yojana selection notice you have been chosen to receive a business fund pay the file processing charge to our regional coordinator
ham,Your Self Help Group registration under the Lakhpati Didi initiative is confirmed please attend the upcoming financial literacy training session at the panchayat
spam,Alert your LPG cylinder subsidy under PAHAL scheme is on hold download the updated consumer app from this link to restore your direct benefit transfer
ham,Your domestic LPG subsidy has been transferred directly to your bank account as part of the PAHAL direct benefit transfer scheme please check your statement
spam,Government has released a special Chhath Puja subsidy of Rs 20000 for all citizens click the link and enter your [Aadhaar Redacted] details to receive the money
ham,The Press Information Bureau warns citizens against fake messages claiming to offer Chhath Puja subsidies the government has not announced any such cash reward
spam,PM Kisan Samman Nidhi scheme warning your land records are mismatched download the PM Kisan apk file to update your documents and prevent permanent block
ham,State agricultural officials will conduct a physical verification of land records for PM Kisan beneficiaries please keep your original documents ready for inspection
spam,Pre approved PM Mudra business loan of Rs 5 Lakhs is waiting for you no CIBIL check required pay Rs 4500 as GST advance to dispatch the loan amount
ham,Your application for a Kishore category loan under the Pradhan Mantri Mudra Yojana has been received and is currently under evaluation by our credit team
spam,Pradhan Mantri Awas Yojana subsidy alert you have won a fully constructed house in the urban draw pay the stamp duty charges online to claim your keys
ham,The interest subsidy for your Pradhan Mantri Awas Yojana home loan has been received from the central nodal agency and credited to your loan account
spam,PM Surya Ghar electricity bill waiver scheme activated click the link to verify your consumer number and get 300 units of free power forever without installation
ham,Your net meter installation request under the PM Surya Ghar scheme is registered the electricity distribution company will inspect your premises shortly
spam,Mukhyamantri Ladli Behna Yojana special bonus you are eligible for a free scooty register your name on this link and pay the transport delivery fee
ham,To apply for the Ladli Behna Yojana please ensure your bank account is active and seeded with your [Aadhaar Redacted] number for seamless direct benefit transfers
spam,PM Vishwakarma skill training stipend of Rs 500 per day is pending share the OTP sent to your mobile number with our instructor to release the funds
ham,Your basic skill training under the PM Vishwakarma scheme is scheduled for next week please report to the designated training center at 9 AM
spam,Ayushman Bharat scheme update your health insurance coverage is upgraded to Rs 10 Lakhs pay a one time premium of Rs 999 on this link to activate
ham,Ayushman Bharat scheme provides a health cover of Rs 5 Lakhs per family per year for secondary and tertiary care hospitalization entirely free of cost
spam,Lakhpati Didi rural empowerment fund has sanctioned a zero interest loan for your business transfer the initial security deposit to our agency account
ham,The Ministry of Rural Development has organized an entrepreneurship workshop for all registered members of the Lakhpati Didi scheme check the portal for dates
spam,Important notice your DBT LPG subsidy is diverted to another account click the secure link to authenticate your identity and reclaim your missing funds
ham,If you have not received your LPG subsidy please ensure your 17 digit LPG ID is correctly linked to your primary bank account at your distributor
spam,Central government is giving free smartphone and Rs 5000 cash to all students under the Vidyarthi Yojana click here to fill the application form
ham,The government advises citizens to rely only on official state portals for information regarding student welfare schemes and to ignore unverified social media forwards
spam,Dear beneficiary your PM Kisan 19th installment failed due to server error send your bank account number and IFSC code to this WhatsApp number for manual transfer
ham,The 19th installment of the PM Kisan scheme has been successfully processed farmers can check their beneficiary status directly on the official scheme portal
spam,Mudra Yojana instant approval get up to Rs 10 Lakhs in 5 minutes download our fast loan app and grant SMS permissions to verify your eligibility automatically
ham,The Pradhan Mantri Mudra Yojana provides refinancing support to official lending institutions please approach your local rural bank to discuss enterprise financing
spam,PMAY Gramin housing grant of Rs 120000 is ready for disbursal click the link and enter your debit card CVV to authenticate the rural housing transfer
ham,Your house construction progress under PMAY Gramin has been geo tagged by the block development officer the next installment will be released soon
spam,PM Surya Ghar solar subsidy scam alert your application is rejected pay Rs 1500 to the inspection officer via UPI to clear your rooftop feasibility report
ham,Your solar rooftop installation has been verified by the DISCOM the subsidy claim has been forwarded to the national portal for final settlement
spam,Ladli Behna Yojana age limit increased update your birth date on this unofficial portal to continue receiving your monthly financial assistance from the state
ham,The district administration has published the final list of eligible beneficiaries for the Ladli Behna Yojana please check the notice board at the gram panchayat
spam,PM Vishwakarma loan of Rs 1 Lakh approved under first phase pay the file sanction fee of Rs 2500 to the scheme coordinator to get your money
ham,Under the PM Vishwakarma scheme artisans who have successfully completed basic training are eligible to apply for the first tranche of collateral free credit
spam,Your Ayushman card is printed and ready for delivery pay the courier charges of Rs 50 on this link to get your golden health card delivered today
ham,You can download your digital Ayushman card free of cost by authenticating your identity through the official beneficiary identification system portal online
spam,Lakhpati Didi scheme target reached secure your spot by paying a small membership fee of Rs 300 to the self help group leader immediately
ham,The LokOS application is being used to digitize the records of all self help group members participating in the Lakhpati Didi economic empowerment initiative
spam,Your Ujjwala Yojana free gas cylinder is cancelled due to inactivity click here to reactivate your connection by paying a reactivation penalty of Rs 200
ham,Beneficiaries of the Pradhan Mantri Ujjwala Yojana are eligible for targeted subsidies on their domestic LPG cylinder refills routed via direct benefit transfer
spam,Prime Minister relief fund is distributing Rs 10000 to every citizen click the blue link below and forward this message to 5 groups to claim
ham,Contributions to the Prime Minister National Relief Fund are completely voluntary and are utilized to render immediate relief to families affected by natural calamities
spam,PM Kisan Samman Nidhi KYC alert your account will be frozen in 2 hours download the eKYC support apk file to complete your biometric verification from home
ham,Farmers who have not completed their PM Kisan eKYC can visit the nearest authorized Common Service Centre to complete the biometric authentication process securely
spam,Mudra loan scheme fraud alert your PAN card is selected for a special subsidy loan transfer Rs 5000 to our safety vault to protect your credit score
ham,Borrowers under the Shishu category of the Pradhan Mantri Mudra Yojana can avail loans up to Rs 50000 without any collateral for income generating activities
spam,Pradhan Mantri Awas Yojana beneficiary warning your approved house map is invalid pay the municipal clearance bribe online to avoid cancellation of your housing unit
ham,The beneficiary led construction vertical of PMAY Urban provides central assistance to eligible families for constructing new houses on their own land
spam,PM Surya Ghar scheme glitch get double subsidy amount by registering through this secret VIP link valid only for the next 30 minutes hurry up
ham,The central financial assistance under PM Surya Ghar is capped at Rs 78000 for residential rooftop solar systems with a capacity of 3 kilowatts or higher
spam,Ladli Behna Yojana festive bonus you have won a cash prize of Rs 50000 share your internet banking password with our support agent to verify your address
ham,The state government has announced an increase in the monthly installment for Ladli Behna beneficiaries the revised amount will reflect in the next payment cycle
spam,PM Vishwakarma marketing support your handicraft products are selected for international export pay the quality certification fee of Rs 4000 to our agency
ham,The PM Vishwakarma scheme provides marketing support to artisans including quality certification branding and onboarding on government e marketplace platforms
spam,Fake Ayushman Bharat agent is at your door do not share documents instead verify your identity by calling this toll free number and sharing your OTP
ham,The National Health Authority advises citizens to remain vigilant against individuals charging money for the issuance of Ayushman cards which are provided for free
spam,Lakhpati Didi digital register update your account is marked as inactive click the link to initiate a video call and share your OTP with our executive
ham,The community resource persons are conducting a baseline survey to identify potential beneficiaries for the Lakhpati Didi scheme across all designated rural blocks
spam,Subsidy control board your agricultural equipment grant is held at the treasury pay the clearance tax of Rs 150 via the provided short link to release it
ham,The agricultural mechanization subsidy has been credited to your account the funds are specifically designated for the purchase of the approved tractor implements
spam,Government laptop distribution scheme 2026 all students will get a free laptop register now by paying the delivery and packaging charge of Rs 199
ham,The state education department will distribute laptops to meritorious students based on their board examination results the official merit list will be published next month
spam,Dear farmer your PM Kisan land verification failed pay Rs 500 to the patwari via this UPI link to update your land seeding status immediately
ham,Your land seeding status on the PM Kisan portal has been successfully updated to yes you are now eligible to receive the upcoming financial installments
spam,PM Mudra Yojana VIP quota loan approved without documents click the link to enter your debit card details and withdraw the cash from the ATM
ham,All applicants for the PM Mudra Yojana must submit a detailed business plan and proof of identity to the lending bank for proper credit appraisal
spam,PMAY Urban 2.0 early access get your house sanctioned in 1 day by paying the priority processing fee to our regional housing coordinator
ham,The Pradhan Mantri Awas Yojana Urban 2.0 guidelines have been released the scheme targets the housing needs of urban poor and middle class families
spam,PM Surya Ghar Muft Bijli Yojana installation fee due transfer Rs 15000 to the vendor account immediately or your solar panels will be allocated to someone else
